0.218898 0.144491 0.0638835 -0.221342 -0.280691 0.238385 0.148034 0.0904574 -0.216913 -0.273604 0.238385 0.141833 0.0780562 -0.229315 -0.287777 0.218898 0.149806 0.0665409 -0.231972 -0.287777 0.241042 0.152463 0.0957721 0.00719265 -0.264746 
-0.19887 -0.119322 -0.0696044 0.2287 0.278418 -0.169039 -0.188926 -0.0795479 0.238644 0.278418 -0.188926 -0.188926 -0.0795479 0.218757 0.278418 -0.2287 -0.218757 -0.139209 0.218757 0.298304 -0.19887 -0.188926 -0.109378 0.109378 0.218757 
-0.229814 -0.332409 -0.127218 -0.229814 -0.127218 -0.264012 -0.0930199 -0.332409 -0.0930199 -0.0246229 -0.0246229 -0.0588214 -0.0588214 -0.0588214 -0.0930199 0.180568 0.146369 0.385759 0.180568 0.146369 0.214766 0.248965 0.248965 0.0779725 0.317362 
0.104497 0.0966818 0.115989 0.125183 0.122424 0.112771 0.111852 0.110473 0.12886 0.129779 0.110932 0.0856493 0.107714 0.123344 0.134376 0.100359 0.0824315 0.09944 0.1284 -0.357491 -0.352435 -0.354733 -0.355193 -0.355652 -0.355652 
0.397774 0.37432 0.391073 0.37097 0.381021 -0.108155 -0.131608 -0.121557 -0.121557 -0.101454 -0.145011 -0.131608 -0.14166 -0.155062 -0.151712 -0.121557 -0.128258 -0.14166 -0.128258 -0.145011 0.0493197 0.00241237 0.00241237 0.0158145 -0.0109897 
-0.107952 -0.0585151 -0.0517737 -8.98849e-05 0.0650767 -0.10121 -0.0719978 -0.020314 0.0515939 0.110019 -0.038291 -0.0832334 -0.0450323 0.0223813 -0.0675036 -8.98849e-05 -0.0427852 -0.0787392 -0.0113255 -0.128176 0.934713 -0.0135726 -0.0472795 -0.0450323 -0.170871 
0.00686744 0.012018 0.0549395 -0.0446384 -0.0703913 0.00515058 0.00686744 0.0412046 -0.0291866 -0.0566564 0.0206023 -0.0206023 -0.0497889 -0.0806924 -0.0789756 -0.012018 -0.0824093 -0.0927105 -0.0549395 -0.0806924 -0.085843 -0.0995779 -0.104728 -0.0583733 0.954574 
0.936513 -0.107524 -0.0715225 -0.0355212 -0.0595221 0.0724825 -0.0895231 0.000480017 -0.0115204 -0.0115204 -0.0835229 -0.0955233 -0.029521 0.0184806 0.0244809 -0.107524 -0.107524 -0.0895231 0.120484 -0.0115204 -0.107524 -0.0955233 -0.0595221 0.000480017 0.000480017 
-0.0530959 -0.059244 -0.0641626 -0.0770738 0.95275 -0.0328068 -0.0672367 -0.0610885 -0.0703108 0.110446 -0.0168215 -0.059244 -0.0617033 -0.0666219 0.110446 -0.0340364 -0.0278882 -0.0530959 -0.062933 -0.0567848 -0.0364957 -0.0340364 -0.0530959 -0.0617033 -0.0641626 
-0.434881 0.105937 0.11389 0.0741238 0.0264046 -0.498506 0.105937 0.145703 0.0900302 0.0502642 -0.466694 0.153656 0.137749 0.042311 0.0502642 -0.244004 0.137749 0.121843 0.0661706 0.0979834 -0.275817 0.11389 0.11389 0.082077 0.0900302 
